ID	Assembly	Biosample	AssayType	Target	BioRep	TechRep	OutputType	Format	Lab	HREF	Accession	Experiment
/experiments/ENCSR214BLK/	mm10	Mus musculus strain 129S1CastF1 embryonic stem cell male embryo	ChIA-PET	CTCF (Mus musculus)	1	1_1	contact matrix	hic	Charles Lee	/files/ENCFF437LLJ/@@download/ENCFF437LLJ.hic	ENCFF437LLJ	ENCSR214BLK
/experiments/ENCSR214BLK/	mm10	Mus musculus strain 129S1CastF1 embryonic stem cell male embryo	ChIA-PET	CTCF (Mus musculus)	2	2_1	contact matrix	hic	Charles Lee	/files/ENCFF689HDZ/@@download/ENCFF689HDZ.hic	ENCFF689HDZ	ENCSR214BLK
/experiments/ENCSR481HGA/	mm10	Mus musculus strain B10.H-2aH-4bp/Wts CH12F3 genetically modified (mutagenesis) using CRISPR targeting M. musculus Ctcf	HiC		1,2,3,4,5,6,7,8,9	1_1,1_2,2_1,2_2,3_1,4_1,4_2,5_1,5_2,6_1,6_2,6_3,6_4,6_5,6_6,7_1,7_2,7_3,7_4,7_5,8_1,8_2,9_1,9_2	mapping quality thresholded contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF253FEH/@@download/ENCFF253FEH.hic	ENCFF253FEH	ENCSR481HGA
/experiments/ENCSR481HGA/	mm10	Mus musculus strain B10.H-2aH-4bp/Wts CH12F3 genetically modified (mutagenesis) using CRISPR targeting M. musculus Ctcf	HiC		1,2,3,4,5,6,7,8,9	1_1,1_2,2_1,2_2,3_1,4_1,4_2,5_1,5_2,6_1,6_2,6_3,6_4,6_5,6_6,7_1,7_2,7_3,7_4,7_5,8_1,8_2,9_1,9_2	contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF219TEK/@@download/ENCFF219TEK.hic	ENCFF219TEK	ENCSR481HGA
/experiments/ENCSR549VZT/	mm10	Mus musculus strain B10.H-2aH-4bp/Wts CH12F3	HiC		1,2	1_1,1_2,1_3,1_4,2_1,2_2	contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF691MLS/@@download/ENCFF691MLS.hic	ENCFF691MLS	ENCSR549VZT
/experiments/ENCSR549VZT/	mm10	Mus musculus strain B10.H-2aH-4bp/Wts CH12F3	HiC		1,2	1_1,1_2,1_3,1_4,2_1,2_2	mapping quality thresholded contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF909ODS/@@download/ENCFF909ODS.hic	ENCFF909ODS	ENCSR549VZT
/experiments/ENCSR368TIW/	mm10	Mus musculus strain RosaCreERTam/Myc flox/flox mature B cell treated with 1 mg tamoxifen for 96 hours, 1 mg tamoxifen for 72 hours, 1 mg tamoxifen for 24 hours, 50 μg/mL lipopolysaccharide for 72 hours, 5 ng/mL Interleukin-4 for 72 hours, 500 ng/mL anti-CD180 for 72 hours	HiC		1,2,3,4,5,6,7	1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,2_6,3_1,3_2,3_3,3_4,3_5,3_6,4_1,4_2,4_3,4_4,4_5,4_6,5_1,6_1,7_1	mapping quality thresholded contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF421GIH/@@download/ENCFF421GIH.hic	ENCFF421GIH	ENCSR368TIW
/experiments/ENCSR368TIW/	mm10	Mus musculus strain RosaCreERTam/Myc flox/flox mature B cell treated with 1 mg tamoxifen for 96 hours, 1 mg tamoxifen for 72 hours, 1 mg tamoxifen for 24 hours, 50 μg/mL lipopolysaccharide for 72 hours, 5 ng/mL Interleukin-4 for 72 hours, 500 ng/mL anti-CD180 for 72 hours	HiC		1,2,3,4,5,6,7	1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,2_6,3_1,3_2,3_3,3_4,3_5,3_6,4_1,4_2,4_3,4_4,4_5,4_6,5_1,6_1,7_1	contact matrix	hic	Erez Aiden, Baylor	/files/ENCFF838UKB/@@download/ENCFF838UKB.hic	ENCFF838UKB	ENCSR368TIW
/experiments/ENCSR995XUW/	mm10	Mus musculus strain C57BL/6J embryonic stem cell male embryo	ChIA-PET	POLR2A (Mus musculus)	1	1_1	contact matrix	hic	Charles Lee	/files/ENCFF286IYN/@@download/ENCFF286IYN.hic	ENCFF286IYN	ENCSR995XUW
/experiments/ENCSR466YGP/	mm10	Mus musculus strain B6CASTF1/J embryonic stem cell male embryo	ChIA-PET	CTCF (Mus musculus)	1	1_1	contact matrix	hic	Charles Lee	/files/ENCFF296IMV/@@download/ENCFF296IMV.hic	ENCFF296IMV	ENCSR466YGP
