ID	Assembly	Biosample	AssayType	Target	BioRep	TechRep	OutputType	Format	Lab	HREF	Accession	Experiment
/experiments/ENCSR000CNK/	mm9	Mus musculus strain 129.DLCR/DLCR liver tissue male embryo (14.5 days)	DNase-seq		1	1_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PPI/@@download/ENCFF001PPI.bigWig	ENCFF001PPI	ENCSR000CNK
/experiments/ENCSR000CNK/	mm9	Mus musculus strain 129.DLCR/DLCR liver tissue male embryo (14.5 days)	DNase-seq		2	2_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PPJ/@@download/ENCFF001PPJ.bigWig	ENCFF001PPJ	ENCSR000CNK
/experiments/ENCSR000CHQ/	mm9	Mus musculus G1E-ER4 treated with 10 nM 17β-estradiol for 24 hours	DNase-seq		1	1_1	signal	bigWig	Ross Hardison, PennState	/files/ENCFF001LUI/@@download/ENCFF001LUI.bigWig	ENCFF001LUI	ENCSR000CHQ
/experiments/ENCSR000CHQ/	mm9	Mus musculus G1E-ER4 treated with 10 nM 17β-estradiol for 24 hours	DNase-seq		1	1_2	signal	bigWig	Ross Hardison, PennState	/files/ENCFF001LUK/@@download/ENCFF001LUK.bigWig	ENCFF001LUK	ENCSR000CHQ
/experiments/ENCSR000CHU/	mm9	Mus musculus strain BALB/cJ hematopoietic multipotent progenitor cell	polyA plus RNA-seq		1	1_1	minus strand signal of all reads	bigWig	Ross Hardison, PennState	/files/ENCFF001MGO/@@download/ENCFF001MGO.bigWig	ENCFF001MGO	ENCSR000CHU
/experiments/ENCSR000CHU/	mm9	Mus musculus strain BALB/cJ hematopoietic multipotent progenitor cell	polyA plus RNA-seq		2	2_1	minus strand signal of all reads	bigWig	Ross Hardison, PennState	/files/ENCFF001MGP/@@download/ENCFF001MGP.bigWig	ENCFF001MGP	ENCSR000CHU
/experiments/ENCSR000CHU/	mm9	Mus musculus strain BALB/cJ hematopoietic multipotent progenitor cell	polyA plus RNA-seq		1	1_1	plus strand signal of all reads	bigWig	Ross Hardison, PennState	/files/ENCFF001MGQ/@@download/ENCFF001MGQ.bigWig	ENCFF001MGQ	ENCSR000CHU
/experiments/ENCSR000CHU/	mm9	Mus musculus strain BALB/cJ hematopoietic multipotent progenitor cell	polyA plus RNA-seq		2	2_1	plus strand signal of all reads	bigWig	Ross Hardison, PennState	/files/ENCFF001MGR/@@download/ENCFF001MGR.bigWig	ENCFF001MGR	ENCSR000CHU
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		1	1_1	minus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QJW/@@download/ENCFF001QJW.bigWig	ENCFF001QJW	ENCSR000CLZ
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		2	2_1	minus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QJX/@@download/ENCFF001QJX.bigWig	ENCFF001QJX	ENCSR000CLZ
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		1	1_1	plus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QJZ/@@download/ENCFF001QJZ.bigWig	ENCFF001QJZ	ENCSR000CLZ
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		2	2_1	plus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QKB/@@download/ENCFF001QKB.bigWig	ENCFF001QKB	ENCSR000CLZ
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		1	1_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QLB/@@download/ENCFF001QLB.bigWig	ENCFF001QLB	ENCSR000CLZ
/experiments/ENCSR000CLZ/	mm9	Mus musculus strain C57BL/6J splenic B cell male adult (2 months)	polyA plus RNA-seq		2	2_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QLC/@@download/ENCFF001QLC.bigWig	ENCFF001QLC	ENCSR000CLZ
/experiments/ENCSR000COE/	mm9	Mus musculus strain C57BL/6J brain tissue male embryo (14.5 days)	DNase-seq		2	2_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QEN/@@download/ENCFF001QEN.bigWig	ENCFF001QEN	ENCSR000COE
/experiments/ENCSR000COE/	mm9	Mus musculus strain C57BL/6J brain tissue male embryo (14.5 days)	DNase-seq		1	1_1	raw signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PAM/@@download/ENCFF001PAM.bigWig	ENCFF001PAM	ENCSR000COE
/experiments/ENCSR000COE/	mm9	Mus musculus strain C57BL/6J brain tissue male embryo (14.5 days)	DNase-seq		1	1_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PAO/@@download/ENCFF001PAO.bigWig	ENCFF001PAO	ENCSR000COE
/experiments/ENCSR000COE/	mm9	Mus musculus strain C57BL/6J brain tissue male embryo (14.5 days)	DNase-seq		1	1_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QEM/@@download/ENCFF001QEM.bigWig	ENCFF001QEM	ENCSR000COE
/experiments/ENCSR000CNE/	mm9	Mus musculus strain C57BL/6J heart tissue male adult (2 months)	DNase-seq		2	2_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PMI/@@download/ENCFF001PMI.bigWig	ENCFF001PMI	ENCSR000CNE
/experiments/ENCSR000CNE/	mm9	Mus musculus strain C57BL/6J heart tissue male adult (2 months)	DNase-seq		1	1_1	raw signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001OJX/@@download/ENCFF001OJX.bigWig	ENCFF001OJX	ENCSR000CNE
/experiments/ENCSR000CNE/	mm9	Mus musculus strain C57BL/6J heart tissue male adult (2 months)	DNase-seq		1	1_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001OJY/@@download/ENCFF001OJY.bigWig	ENCFF001OJY	ENCSR000CNE
/experiments/ENCSR000CNE/	mm9	Mus musculus strain C57BL/6J heart tissue male adult (2 months)	DNase-seq		2	2_1	signal	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001PMH/@@download/ENCFF001PMH.bigWig	ENCFF001PMH	ENCSR000CNE
/experiments/ENCSR000CLM/	mm9	Mus musculus strain C57BL/6J kidney tissue male adult (2 months)	polyA plus RNA-seq		1	1_1	minus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QOI/@@download/ENCFF001QOI.bigWig	ENCFF001QOI	ENCSR000CLM
/experiments/ENCSR000CLM/	mm9	Mus musculus strain C57BL/6J kidney tissue male adult (2 months)	polyA plus RNA-seq		1	1_1	plus strand signal of all reads	bigWig	John Stamatoyannopoulos, UW	/files/ENCFF001QOJ/@@download/ENCFF001QOJ.bigWig	ENCFF001QOJ	ENCSR000CLM
