url	Project	Assembly	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6db70d70-1248-4ef1-b734-247d39ce3a5a/4DNFIVWXJQR1.hic	4DN	GRCm38	mature cerebellar granule neuron - PND11	MboI	merged replicates	Hi-C on mouse cerebellar granule neurons - developmental series		Tomoko Yamada, NW	Scrutton Alvarado NJ et al. (2025) PMID:40353744	4DNFIVWXJQR1	DNESHMCEWL6
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3ad46cc4-505e-4a5d-9dee-e8d362f73a9c/4DNFI14FXOOU.hic	4DN	GRCm38	immature cerebellar granule neuron - PND11	MboI	merged replicates	Hi-C on mouse cerebellar granule neurons - developmental series		Tomoko Yamada, NW	Scrutton Alvarado NJ et al. (2025) PMID:40353744	4DNFI14FXOOU	DNESTQRWC2G
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2334c531-2d0b-46b3-98c6-c7ed35b9f20d/4DNFIS1SRPWR.hic	4DN	GRCm38	immature cerebellar granule neuron - PND6	MboI	merged replicates	Hi-C on mouse cerebellar granule neurons - developmental series		Tomoko Yamada, NW	Scrutton Alvarado NJ et al. (2025) PMID:40353744	4DNFIS1SRPWR	DNESJQCDUN1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/32278b04-8c3a-4111-9992-1a40a7139731/4DNFI8LDZDN9.hic	4DN	GRCm38	mitotic cerebellar granule neuron precursor - PND6	MboI	merged replicates	Hi-C on mouse cerebellar granule neurons - developmental series		Tomoko Yamada, NW	Scrutton Alvarado NJ et al. (2025) PMID:40353744	4DNFI8LDZDN9	DNESQPARDTJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a844f39f-3aa7-4e21-ba09-7683e1d91ab2/4DNFIH1NZ1M8.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 differentiated to cardiac muscle cell		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIH1NZ1M8	DNESW7WYVHO
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3e727bd0-bab5-484e-8fdc-54a4a666d2ab/4DNFIK9TW97H.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 differentiated to cardiac muscle cell		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIK9TW97H	DNES4NO6DRP
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5a84c606-1f3d-47c5-9be3-8112144cd5dd/4DNFI7ST3KR1.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 differentiated to cardiac muscle cell		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI7ST3KR1	DNES9ZDUTHD
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d2a326a8-1f3f-4acc-8b9b-a449a2cdd7a0/4DNFIIMDXANO.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIIMDXANO	DNESDVZJW63
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ede4b21a-1f17-43d1-970f-ac874ef01bb0/4DNFIXF2GL4C.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIXF2GL4C	DNES7CDN1M9
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c4812c8a-74ac-4ee9-ac9e-abf5abd59318/4DNFI8I2WYXS.hic	4DN	GRCh38	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI8I2WYXS	DNES7R8BYB1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a9ad9939-6297-48c4-a6a7-5fad70ddeb2c/4DNFI7C5YXNX.hic	4DN	GRCh38	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI7C5YXNX	DNESNRK4ZL7
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1cb2e17f-58aa-4b2a-92f4-a6fb53654f1c/4DNFI1P2EP7L.hic	4DN	GRCh38	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	unreplicated	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI1P2EP7L	DNES4P4UOAZ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4cb9794d-a3f7-4fa8-8e62-ff8a50f2fa5c/4DNFIF78U26G.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIF78U26G	DNESCXE1LCX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d03c2ad3-74de-4ae3-8ebf-f305309b51bd/4DNFIH6ANSX9.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIH6ANSX9	DNESR9IH796
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/93ec4ac1-0654-4548-9130-332e48fa9919/4DNFI8QUAO51.hic	4DN	GRCh38	WTC-11 differentiated to cardiac muscle cell	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI8QUAO51	DNESAMIZR39
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b36abbf5-e7d4-45e6-b11d-3b4a5c918189/4DNFIWZYSI2D.hic	4DN	GRCh38	WTC-11 differentiated to primitive cardiac myocyte	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIWZYSI2D	DNESW2MTVKJ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9fd6c29e-7e41-44f7-bceb-d04f6c3ef430/4DNFI7PCOZ9I.hic	4DN	GRCh38	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFI7PCOZ9I	DNES4T1TMBA
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7ef01bb0-d114-48b5-8836-d8e5f0aaaa08/4DNFIWUZLEWY.hic	4DN	GRCh38	WTC-11 differentiated to cardiogenic mesoderm	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFIWUZLEWY	DNES4UH8UR5
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cc0accc9-a89f-4b40-bac6-de754a7f77c9/4DNFILI6XOB5.hic	4DN	GRCh38	WTC-11	DdeI and DpnII	merged replicates	Hi-C on WTC-11 cardiac differention timecourse		Benoit Bruneau, UCSF	Grant ZL et al. (2025) PMID:39829922	4DNFILI6XOB5	DNESG6I8TG1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/61f0e53d-a1da-4cc0-8f5f-052ae61ab161/4DNFI7EETNXL.hic	4DN	GRCh38	MCG084 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI7EETNXL	DNESOBTE6GH
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cc5ab0e6-f193-4bf9-91df-a7b9c4bbbc64/4DNFII7EADPT.hic	4DN	GRCh38	MCG082 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFII7EADPT	DNESP2486QC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/efd1d3b2-b437-40af-9b36-4e957762032a/4DNFIOCDW18J.hic	4DN	GRCh38	MCG079 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIOCDW18J	DNESIEX8KQA
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6c2a1de5-accb-4a43-85a0-cbf57318fd45/4DNFI9RMTGX1.hic	4DN	GRCh38	MCG078 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI9RMTGX1	DNESUYU6CPD
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a9a8ab76-0fc3-48dc-a487-d8a5921477df/4DNFIQ7YSRDA.hic	4DN	GRCh38	MCG075 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIQ7YSRDA	DNESKMBTIH7
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f7062f5e-9a08-4d87-a7fa-19f3208e6f80/4DNFIU7JYUQJ.hic	4DN	GRCh38	MCG069 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIU7JYUQJ	DNESBOXOPCL
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b71b9d0-257d-48a5-9116-d0dae0c83c68/4DNFIMG5T456.hic	4DN	GRCh38	MCG068 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIMG5T456	DNESI8CGUSZ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/14bf1e4b-6713-46e8-9c8f-fdfafa6ff3bd/4DNFIFZW7GEE.hic	4DN	GRCh38	MCG061 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIFZW7GEE	DNESK9NCXCS
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0995fd1b-023d-4ec2-a95d-64e108ec36ea/4DNFIIHISWB1.hic	4DN	GRCh38	MCG057 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIIHISWB1	DNESZQ1KUWE
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/74ad588d-edec-48a5-af16-f857ceacb0aa/4DNFIC6OQBN7.hic	4DN	GRCh38	MCG050 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIC6OQBN7	DNESCVW6P8X
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1c97b8c3-31b4-41ad-924e-bf2d2cb94b74/4DNFIXDTO63C.hic	4DN	GRCh38	MCG044 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIXDTO63C	DNES6QYNQRD
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/15ba1e34-3e22-4b31-beb7-417683011858/4DNFI31H3OGV.hic	4DN	GRCh38	MCG039 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI31H3OGV	DNES2RKLWUC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a6d18f0f-df0d-4d47-8cdc-032f3c7ef221/4DNFIUPVQ5UH.hic	4DN	GRCh38	MCG038 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIUPVQ5UH	DNES5QJ75FG
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6fe30df7-5f0d-4638-8ec0-483a8b86ecdf/4DNFIVEMIOK8.hic	4DN	GRCh38	MCG037 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIVEMIOK8	DNES8BK27SC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1d57bbab-562a-4dea-99c4-3c3bb021adcc/4DNFINZ25U3U.hic	4DN	GRCh38	MCG036 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFINZ25U3U	DNESFPAYD4O
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0098fa29-fc36-4a23-a63f-cda9616a6f89/4DNFIRU3N6DB.hic	4DN	GRCh38	MCG035 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIRU3N6DB	DNESTARWLPU
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/77ab3250-4dc6-4163-9db2-2b847efce7ce/4DNFIBXBN6UB.hic	4DN	GRCh38	MCG031 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIBXBN6UB	DNESDVAPTUX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4551206a-231b-402e-9570-88a10effb7bc/4DNFIA1PDKM5.hic	4DN	GRCh38	MCG029 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIA1PDKM5	DNESMJXGCUO
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/785d3cfc-5dcf-4c01-97b1-f58a48cc9ee8/4DNFIGBHDKL7.hic	4DN	GRCh38	MCG027 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIGBHDKL7	DNESJO1KYWX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb76eb3b-0267-4161-b8e4-ef9fb0089c4a/4DNFISBPIB52.hic	4DN	GRCh38	MCG024 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFISBPIB52	DNES9IWAPKL
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/043852cb-2967-4d40-b03e-e8542760714a/4DNFIBA73Y4Z.hic	4DN	GRCh38	MCG023 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIBA73Y4Z	DNESUGEXN5L
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1cc48d9b-9735-42a0-888f-7f105af8640c/4DNFII4ADLYY.hic	4DN	GRCh38	MCG020 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFII4ADLYY	DNESLUOPZZR
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56e64332-25ec-4390-b66a-266d710486e5/4DNFI2CZIRZ4.hic	4DN	GRCh38	MCG019 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI2CZIRZ4	DNESOKXOZBN
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ae9ba47a-6bb9-48d7-94df-2e8be961eb09/4DNFIAYXT1F3.hic	4DN	GRCh38	MCG017 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIAYXT1F3	DNESYVNZ9QX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3089d432-f2ab-4c0f-97fb-adab86471125/4DNFIX15LQDY.hic	4DN	GRCh38	MCG016 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIX15LQDY	DNESO3UJAUC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1b5fb4f9-9f63-4443-80ca-7c60ba12c4fe/4DNFIGX5LN49.hic	4DN	GRCh38	MCG014 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIGX5LN49	DNES5D8Q87T
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/18026766-9e0e-4c15-9610-44c0e4dbf3e5/4DNFI9I6O19H.hic	4DN	GRCh38	MCG013 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI9I6O19H	DNESEI5VO6A
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8e6fa044-7936-462f-8d37-aa0275cae3ca/4DNFIB4OS99H.hic	4DN	GRCh38	MCG012 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIB4OS99H	DNESWPJ5VDW
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/84911760-df97-44c1-8b36-97e388f9c62a/4DNFI8IYNWGT.hic	4DN	GRCh38	MCG011 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI8IYNWGT	DNES2DB4F2D
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e15079bb-ccdc-4248-87af-d0173eb76011/4DNFIVB7692N.hic	4DN	GRCh38	MCG010 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIVB7692N	DNESJAEYCPT
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7e5c1e85-d4a5-40d4-964d-198947907abd/4DNFI5QJW5YD.hic	4DN	GRCh38	MCG009 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI5QJW5YD	DNES5VNPKFX
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fbaf75a9-0155-4125-bf86-d31d9c3b90d5/4DNFIET12997.hic	4DN	GRCh38	MCG006 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIET12997	DNESRBRURMP
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4e576005-7475-4d39-8fcb-9d4561b970f0/4DNFIYQ224EZ.hic	4DN	GRCh38	MCG005 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIYQ224EZ	DNEST5A852Y
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e5f70a70-7d02-41cf-b27c-cacaaf754fa6/4DNFI1FK394F.hic	4DN	GRCh38	MCG003 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFI1FK394F	DNESC7OZPVG
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/faa95c6c-db4a-47ba-8c3c-d6b7d9d70fce/4DNFIE7KYLR5.hic	4DN	GRCh38	MCG002 mononuclear cells of bone marrow	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIE7KYLR5	DNES6O9AJN8
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8e76dc76-e36f-4464-b65a-9897aae10b65/4DNFIEC5NWVF.hic	4DN	GRCh38	MCG001 Peripheral blood mononuclear cells	MboI	unreplicated	Hi-C on mononuclear cells from b-ALL patient		Jesse Dixon, SALK		4DNFIEC5NWVF	DNES84EH472
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e4ff6b8c-f46f-4d57-8dcc-7ff0500f922a/4DNFIZBG3V9V.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B3	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIZBG3V9V	DNESEFOMVWG
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d32e7242-9629-45f4-9d1a-0237a5b9e869/4DNFITDGTIUK.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B3	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFITDGTIUK	DNES6M56K8K
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6cab57d3-8ca4-4d79-94b4-1c4395fc7d7e/4DNFIAKOG8CW.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B3	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIAKOG8CW	DNESGBU8XNK
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a49824e1-6a92-4ffc-b6e9-52f35549406a/4DNFIX8FUVN6.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B1	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIX8FUVN6	DNES4R7Z59B
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d3741fb2-a4ea-454c-a6b2-da1c6cef5f92/4DNFIA7CEMNT.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B1	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIA7CEMNT	DNESDTUFDKO
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7af7afcd-e66e-460e-b6eb-be26eb594f69/4DNFI5YVPH8H.hic	4DN	GRCh38	dTAG-RAD21 hTERT-RPE-1 - clone B1	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged RAD21		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFI5YVPH8H	DNESQW1ETDQ
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2261e6df-f141-44cc-b916-12779a98d6e8/4DNFIR2YF7S1.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIR2YF7S1	DNESWL13MAC
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3d5d54ea-1fe7-48d8-a1f2-c0bc078eb91c/4DNFIAQVXT8S.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIAQVXT8S	DNES5XW7Q2Y
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/462680da-3e24-49b7-b967-d195198a198d/4DNFI9V5G78Z.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFI9V5G78Z	DNESM6H6XC1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7b3ce521-89b9-41d4-ace2-1cab7804bcc2/4DNFIPZCCTV6.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIPZCCTV6	DNES5XBWDQ1
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6112b96e-78e9-4b99-b9d7-f15ae5c79466/4DNFIHTFIMGG.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIHTFIMGG	DNES34QKYK9
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bdb01c16-6acb-4b44-bbef-c67300dfa26f/4DNFIXWT5U42.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIXWT5U42	DNESZCP76UM
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0e66d31c-fda3-42b8-ba69-3f1ca7377665/4DNFIY1TCVLX.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFIY1TCVLX	DNESQQ6O96K
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3400c4d3-4446-4fb9-96fa-b499dd00861d/4DNFI5EAPQTI.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	merged replicates	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFI5EAPQTI	DNESMFWPHAS
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/34f2a636-012a-4079-81b5-53b40f29e73f/4DNFICPL7RPE.hic	4DN	GRCh38	dTAG-NIPBL hTERT-RPE-1 - clone D7	Arima - A1, A2	unreplicated	Hi-C on hTert-RPE1 with degron tagged NIBPL		Jesse Dixon, SALK	Popay TM et al. (2024) doi:10.1101/2024.10.02.616323	4DNFICPL7RPE	DNESY8MSJPD
