url	Project	Assembly	Type	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment	name	color	altColor
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8017be39-588c-4fd2-8262-555157edf887/4DNFI6ZNMS6I.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	unreplicated	HiC on unsorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI6ZNMS6I	DNES5GUEFXM	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56410c4b-4432-4c64-85d3-1f034883a6ad/4DNFISXCYUYX.bed.gz	External	galGal5	boundaries	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	merged replicates	HiC on unsorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFISXCYUYX	DNESWJXT6RB	boundaries for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4f2b2bd4-4528-47bb-858b-f40e71f90521/4DNFILJHUYCY.bw	External	galGal5	insulation score-diamond	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	merged replicates	HiC on unsorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFILJHUYCY	DNESWJXT6RB	insulation score-diamond for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b485c397-f454-40d2-986f-aeb80196b8fe/4DNFIL8X7IM9.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	merged replicates	HiC on unsorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIL8X7IM9	DNESWJXT6RB	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7e073fb3-d408-49e8-bb54-e95608a7b9af/4DNFIRTO6Y1T.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	unreplicated	HiC on sorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIRTO6Y1T	DNESN22I1UM	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e7275bc0-f69f-4366-a0d3-108d78262fc8/4DNFI9HTZDY4.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	unreplicated	HiC on sorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI9HTZDY4	DNESFWDJJSL	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/53127124-9ad9-40ec-b3f7-fbbe41a47d50/4DNFIJYO1DIO.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	unreplicated	HiC on sorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIJYO1DIO	DNES7QUTR6Z	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/08430cca-84c4-4d7d-a0ac-8909231c141b/4DNFIQ5AA7XH.bw	External	galGal5	compartments	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HindIII	unreplicated	HiC on sorted sync. SMC2-AID chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIQ5AA7XH	DNESE5Q29E1	compartments for DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/61e41461-41e5-4aef-bf5c-18f4db2bb237/4DNFIDLPQKLR.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sorted sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIDLPQKLR	DNESJWNFMOD	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/efed1406-16af-4bd1-a622-e04333fbf887/4DNFI99S6U4S.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sorted sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI99S6U4S	DNESXDOBP9L	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5e583995-2627-4665-888a-21ecaf32d07b/4DNFI2US5FQ5.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sorted sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI2US5FQ5	DNESE3U35ZL	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/061717ed-7acd-4bc8-9954-b1566d4b2890/4DNFIO6SYWVV.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sorted sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIO6SYWVV	DNES6GBBV5D	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7bd45f40-6057-4171-855f-dc193a6dba0e/4DNFIHNADYVF.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIHNADYVF	DNESOL4SYQN	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2f730ca7-570e-4fae-95c2-6f331d0c5ee4/4DNFIMFP9NEZ.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIMFP9NEZ	DNESOL4SYQN	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9539e739-d8b8-4c55-b35f-d1033f44a6fa/4DNFIVQ4MCFY.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIVQ4MCFY	DNESOL4SYQN	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6ca9706a-ecda-4a13-86d2-ae9dcc1941db/4DNFIDLBA6K4.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIDLBA6K4	DNESLU4EMPB	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/db259dd9-53cd-4a19-8811-34673d0a7fae/4DNFIG4QPRWZ.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIG4QPRWZ	DNESLU4EMPB	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d59dfd6f-7c2f-4eb4-91a9-d803889b47f4/4DNFIAZU75WU.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIAZU75WU	DNESLU4EMPB	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4c6ded23-2fe9-4aa3-9eee-bd3f92fbc4b2/4DNFI1PHB7QY.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI1PHB7QY	DNESEJT5GT5	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/775723b5-8d10-46b9-80ea-e5a8c39a1ac7/4DNFI8LHNRFK.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI8LHNRFK	DNESEJT5GT5	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/be18570f-fa19-4e2f-aab9-279d9ade9b64/4DNFIWGH892C.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIWGH892C	DNESEJT5GT5	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/36ff58bf-d692-41d8-b4d9-93f8add2eb7a/4DNFIE6T5GIJ.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIE6T5GIJ	DNESQGE4YOX	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cab36330-16ea-45ac-a97d-bf998173c85d/4DNFI3B48LMD.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI3B48LMD	DNESQGE4YOX	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f8b09968-ffb9-4c31-aecf-0722787ff76f/4DNFI1KW1NMB.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI1KW1NMB	DNESQGE4YOX	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7ffc66eb-1cc8-49b1-9ff4-55eff5a5ef0f/4DNFIW8YEZCE.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells (no 1NM-PP1 washout)		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIW8YEZCE	DNESGA9ZDDN	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cc433545-ad09-4d63-a8c2-193a4a9928a7/4DNFIY1KBU1S.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIY1KBU1S	DNESIR416OW	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c39731dd-c5fa-4faf-9ab2-04ebd51dadec/4DNFI57RQJMH.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI57RQJMH	DNESNWWIFZU	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a392da6f-265f-4f70-959e-f549c4d65c88/4DNFIIAPL9WO.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIIAPL9WO	DNESNWWIFZU	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8952f1a8-363f-4f99-a59a-e2614007405b/4DNFI9HASBHH.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI9HASBHH	DNESNWWIFZU	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0fd3c0b9-360e-4bc8-a774-14e239f3e1bf/4DNFIVETSJR5.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIVETSJR5	DNESEQNSXSD	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3be0a8f1-c7e7-4434-aab5-e7f343228c3a/4DNFI12IF3LX.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI12IF3LX	DNESEQNSXSD	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ba2e9238-0812-4715-9b0d-043dca03f962/4DNFIX92O41A.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIX92O41A	DNESEQNSXSD	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/038044b9-9a00-4a8e-bbdd-ab8d89c36063/4DNFICDFBASS.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFICDFBASS	DNEST1YQMVS	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cc4a5ef6-2a41-4293-af09-072fd7d5797d/4DNFIETF9WJU.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIETF9WJU	DNEST1YQMVS	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cbd28453-2efa-4a7c-a329-48390615d1ba/4DNFIF4VVNIQ.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIF4VVNIQ	DNEST1YQMVS	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a838b4d9-f9cf-47b6-920f-874cba45c943/4DNFIOCFXWMD.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIOCFXWMD	DNESS8PTK6F	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f856daa9-12f7-44da-b9c5-ce928f7adb32/4DNFIG48YRMT.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIG48YRMT	DNESGDXKM2I	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/50d7cbc2-79f4-41aa-b779-c3125edb842c/4DNFIAPTPGQF.bed.gz	External	galGal5	boundaries	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIAPTPGQF	DNES9LEZXN7	boundaries for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a1f0586f-2b91-49b3-93ea-2f1f53e28657/4DNFI1PRBI5L.bw	External	galGal5	insulation score-diamond	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFI1PRBI5L	DNES9LEZXN7	insulation score-diamond for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1091e6d5-b6e9-4b5c-8b5e-e37f369ec91e/4DNFILLAMSTE.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	merged replicates	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFILLAMSTE	DNES9LEZXN7	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3e2a46cd-783a-45dd-82c8-43e2acc022dc/4DNFIDHBUPHL.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIDHBUPHL	DNESQ9E7KYZ	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6efa49f6-dea7-4e7c-bc51-dda97d067878/4DNFIXWZ83U5.bw	External	galGal5	compartments	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HindIII	unreplicated	HiC on sync. chicken cells		Job Dekker, UMMS	Gibcus JH et al. (2018) PMID:29348367	4DNFIXWZ83U5	DNESCR8WQLA	compartments for DT40 with random integration of X. laevis Cdk1, CDK1 disruption Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
